startprofiel,startprofiel+extra,LF  startprofiel+extra,aangepast profiel,LF aangepast profiel ,regelpunt,kwartieren boven limiet,verlies aan energie,390 of 360A,profiel 360/390A afhankelijk van LF,verlies aan energie2,,startprofiel2,startprofiel2+extra,aangepast profiel2,profiel 360/390A2
94.9565217391,142.4347826087,0.2143169529,142.4347826087,0.2159693293,507,0,0,390,142.4347826087,0,0,,,,
54.6,81.9,0.2161458333,81.9,0.2178484143,507,0,0,390,81.9,0,0,,,,
44.5108695652,66.7663043478,0.2176367684,66.7663043478,0.219380277,507,0,0,390,66.7663043478,0,0,,,,
43.3239130435,64.9858695652,0.2190879453,64.9858695652,0.2208712901,507,0,0,390,64.9858695652,0,0,,,,
43.9173913043,65.8760869565,0.2205590013,65.8760869565,0.222382728,507,0,0,390,65.8760869565,0,0,,,,
50.4456521739,75.6684782609,0.2222487277,75.6684782609,0.2241188391,507,0,0,390,75.6684782609,0,0,,,,
44.5108695652,66.7663043478,0.2237396628,66.7663043478,0.2256507019,507,0,0,390,66.7663043478,0,0,,,,
29.6739130435,44.5108695652,0.2247137405,44.5108695652,0.2266515189,507,0,0,390,44.5108695652,0,0,,,,
32.6413043478,48.9619565217,0.2258070929,48.9619565217,0.2277748849,507,0,0,390,48.9619565217,0,0,,,,
28.4869565217,42.7304347826,0.2267612913,42.7304347826,0.228755277,507,0,0,390,42.7304347826,0,0,,,,
32.047826087,48.0717391304,0.2278347646,48.0717391304,0.2298582182,507,0,0,390,48.0717391304,0,0,,,,
26.1130434783,39.1695652174,0.2287094466,39.1695652174,0.230756911,507,0,0,390,39.1695652174,0,0,,,,
26.1130434783,39.1695652174,0.2295841285,39.1695652174,0.2316556038,507,0,0,390,39.1695652174,0,0,,,,
15.4304347826,23.1456521739,0.230100986,23.1456521739,0.2321866496,507,0,0,390,23.1456521739,0,0,,,,
13.0565217391,19.5847826087,0.230538327,19.5847826087,0.232635996,507,0,0,390,19.5847826087,0,0,,,,
30.2673913043,45.4010869565,0.2315521628,45.4010869565,0.2336776627,507,0,0,390,45.4010869565,0,0,,,,
27.8934782609,41.8402173913,0.2324864822,41.8402173913,0.23463763,507,0,0,390,41.8402173913,0,0,,,,
28.4869565217,42.7304347826,0.2334406807,42.7304347826,0.2356180221,507,0,0,390,42.7304347826,0,0,,,,
37.9826086957,56.9739130435,0.2347129453,56.9739130435,0.2369252117,507,0,0,390,56.9739130435,0,0,,,,
65.8760869565,98.8141304348,0.2369195293,98.8141304348,0.2391923685,507,0,0,390,98.8141304348,0,0,,,,
57.5673913043,86.3510869565,0.2388478053,86.3510869565,0.2411735777,507,0,0,390,86.3510869565,0,0,,,,
43.9173913043,65.8760869565,0.2403188613,65.8760869565,0.2426850156,507,0,0,390,65.8760869565,0,0,,,,
36.202173913,54.3032608696,0.2415314885,54.3032608696,0.2439309306,507,0,0,390,54.3032608696,0,0,,,,
55.1934782609,82.7902173913,0.2433802481,82.7902173913,0.2458304404,507,0,0,390,82.7902173913,0,0,,,,
40.3565217391,60.5347826087,0.2447320293,60.5347826087,0.2472193293,507,0,0,390,60.5347826087,0,0,,,,
58.7543478261,88.1315217391,0.2466801845,88.1315217391,0.2492209633,507,0,0,390,88.1315217391,0,0,,,,
51.6326086957,77.4489130435,0.2484096692,77.4489130435,0.2509979241,507,0,0,390,77.4489130435,0,0,,,,
46.2913043478,69.4369565217,0.2499602417,69.4369565217,0.2525910614,507,0,0,390,69.4369565217,0,0,,,,
44.5108695652,66.7663043478,0.2514511768,66.7663043478,0.2541229241,507,0,0,390,66.7663043478,0,0,,,,
35.6086956522,53.4130434783,0.2526439249,53.4130434783,0.2553484143,507,0,0,390,53.4130434783,0,0,,,,
0.5934782609,0.8902173913,0.2526638041,0.8902173913,0.2553688391,507,0,0,390,0.8902173913,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
0,0,0.2526638041,0,0.2553688391,507,0,0,390,0,0,0,,,,
51.6326086957,77.4489130435,0.2543932888,77.4489130435,0.2571457999,507,0,0,390,77.4489130435,0,0,,,,
68.8434782609,103.2652173913,0.2566992684,103.2652173913,0.259515081,507,0,0,390,103.2652173913,0,0,,,,
56.9739130435,85.4608695652,0.2586076654,85.4608695652,0.2614758653,507,0,0,390,85.4608695652,0,0,,,,
76.5586956522,114.8380434783,0.2611720738,114.8380434783,0.2641106692,507,0,0,390,114.8380434783,0,0,,,,
107.4195652174,161.1293478261,0.264452131,161.1293478261,0.2674807672,507,0,0,390,161.1293478261,0,0,,,,
108.6065217391,162.9097826087,0.26769243,162.9097826087,0.2708100156,507,0,0,390,162.9097826087,0,0,,,,
100.8913043478,151.3369565217,0.270495388,151.3369565217,0.2736899176,507,0,0,390,151.3369565217,0,0,,,,
81.9,122.85,0.2727814885,122.85,0.2760387738,507,0,0,390,122.85,0,0,,,,
87.2413043478,130.8619565217,0.2745706107,130.8619565217,0.2778770091,507,0,0,390,130.8619565217,0,0,,,,
109.7934782609,164.6902173913,0.2770157443,164.6902173913,0.280389264,507,0,0,390,164.6902173913,0,0,,,,
115.1347826087,172.702173913,0.27918257,172.702173913,0.2826155712,507,0,0,390,172.702173913,0,0,,,,
136.5,204.75,0.2825421438,204.75,0.2860673685,507,0,0,390,204.75,0,0,,,,
247.4804347826,371.2206521739,0.289798028,371.2206521739,0.2935224339,507,0,0,390,371.2206521739,0,0,,,,
268.8456521739,403.2684782609,0.297312341,403.2684782609,0.3012430221,507,1,0,390,390,89.5224228261,0,,,,
271.2195652174,406.8293478261,0.3039320929,406.8293478261,0.3080444927,340,2,0,390,390,113.5476097826,0,,,,
214.2456521739,321.3684782609,0.3092994593,321.3684782609,0.3135591986,507,0,0,390,321.3684782609,0,0,,,,
204.75,307.125,0.3134541985,307.125,0.3178279895,507,0,0,390,307.125,0,0,,,,
223.7413043478,335.6119565217,0.3182649491,335.6119565217,0.3227707999,507,0,0,390,335.6119565217,0,0,,,,
306.8282608696,460.2423913043,0.3253021628,460.2423913043,0.3255330908,507,1,0,390,390,473.9254141304,0,,,,
294.9586956522,442.4380434783,0.3322996183,442.4380434783,0.3326252894,340,2,0,390,390,353.7994793478,0,,,,
262.9108695652,394.3663043478,0.338303117,340,0.3374796008,340,2,366.8094554348,390,390,29.4594554348,1,,,,
249.8543478261,374.7815217391,0.3428355598,340,0.341286201,507,0,234.6709271739,390,374.7815217391,0,1,,,,
210.0913043478,315.1369565217,0.3471493321,315.1369565217,0.3456583802,507,0,0,390,315.1369565217,0,0,,,,
186.9456521739,280.4184782609,0.3507275763,280.4184782609,0.3492850727,507,0,0,390,280.4184782609,0,0,,,,
197.0347826087,295.552173913,0.3541865458,295.552173913,0.3527908754,507,0,0,390,295.552173913,0,0,,,,
212.4652173913,318.697826087,0.3563136132,318.697826087,0.3549467426,507,0,0,390,318.697826087,0,0,,,,
230.8630434783,346.2945652174,0.3561943384,346.2945652174,0.3548258528,507,0,0,390,346.2945652174,0,0,,,,
245.7,368.55,0.3550413486,368.55,0.3536572519,507,0,0,390,368.55,0,0,,,,
220.7739130435,331.1608695652,0.352298028,331.1608695652,0.3508767877,507,0,0,390,331.1608695652,0,0,,,,
193.4739130435,290.2108695652,0.3530786589,290.2108695652,0.3497499103,507,0,0,390,290.2108695652,0,0,,,,
200.5956521739,300.8934782609,0.3508824952,300.8934782609,0.3488648123,507,0,0,390,300.8934782609,0,0,,,,
237.3913043478,356.0869565217,0.3489281109,356.0869565217,0.346910428,507,0,0,390,356.0869565217,0,0,,,,
264.097826087,396.1467391304,0.3524540619,396.1467391304,0.350436379,507,1,0,390,390,41.472048913,0,,,,
284.8695652174,427.3043478261,0.3568665377,427.3043478261,0.3548488548,340,2,0,390,390,251.6924347826,0,,,,
284.8695652174,427.3043478261,0.361238717,340,0.3572450747,340,2,589.0424347826,390,390,251.6924347826,1,,,,
287.8369565217,431.7554347826,0.3662959381,340,0.3602255949,507,0,619.0739184783,390,390,281.7239184783,1,,,,
229.0826086957,343.6239130435,0.3700636686,343.6239130435,0.3639933254,507,0,0,390,343.6239130435,0,0,,,,
250.447826087,375.6717391304,0.3735291747,375.6717391304,0.3674588316,507,0,0,390,375.6717391304,0,0,,,,
269.4391304348,404.1586956522,0.3767126048,404.1586956522,0.3706422616,507,1,0,390,390,95.5287195652,0,,,,
267.6586956522,401.4880434783,0.3809235977,401.4880434783,0.3748532545,340,2,0,390,390,77.5098293478,0,,,,
262.9108695652,394.3663043478,0.3846711799,340,0.3773703641,340,2,366.8094554348,390,390,29.4594554348,1,,,,
245.7,368.55,0.3885396518,340,0.3805926638,507,0,192.62685,390,368.55,0,1,,,,
251.0413043478,376.5619565217,0.3917432302,376.5619565217,0.3837962422,507,0,0,390,376.5619565217,0,0,,,,
221.3673913043,332.0510869565,0.3939796905,332.0510869565,0.3860327025,507,0,0,390,332.0510869565,0,0,,,,
220.7739130435,331.1608695652,0.3961758543,331.1608695652,0.3882288663,507,0,0,390,331.1608695652,0,0,,,,
237.9847826087,356.977173913,0.3994197292,356.977173913,0.3914727412,507,0,0,390,356.977173913,0,0,,,,
233.8304347826,350.7456521739,0.4023009349,350.7456521739,0.3943539469,507,0,0,390,350.7456521739,0,0,,,,
261.1304347826,391.6956521739,0.4061895551,391.6956521739,0.3982425671,507,1,0,390,390,11.4405652174,0,,,,
257.5695652174,386.3543478261,0.4110049968,386.3543478261,0.4030580088,507,1,0,390,386.3543478261,0,0,,,,
257.5695652174,386.3543478261,0.4152764346,386.3543478261,0.4073294466,507,1,0,390,386.3543478261,0,0,,,,
239.1717391304,358.7576086957,0.4185203095,358.7576086957,0.4105733215,507,1,0,390,358.7576086957,0,0,,,,
214.2456521739,321.3684782609,0.4213007737,321.3684782609,0.4133537857,507,0,0,390,321.3684782609,0,0,,,,
217.2130434783,325.8195652174,0.4251893939,325.8195652174,0.4172424059,507,0,0,390,325.8195652174,0,0,,,,
203.5630434783,305.3445652174,0.428997421,305.3445652174,0.421050433,507,0,0,390,305.3445652174,0,0,,,,
193.4739130435,290.2108695652,0.4325636686,290.2108695652,0.4246166806,507,0,0,390,290.2108695652,0,0,,,,
192.2869565217,288.4304347826,0.4369559961,288.4304347826,0.4290090081,507,0,0,390,288.4304347826,0,0,,,,
172.702173913,259.0532608696,0.4395954223,259.0532608696,0.4316484343,507,0,0,390,259.0532608696,0,0,,,,
176.2630434783,264.3945652174,0.4437258221,264.3945652174,0.4357788341,507,0,0,390,264.3945652174,0,0,,,,
169.7347826087,254.602173913,0.4479771115,254.602173913,0.4400301235,507,0,0,390,254.602173913,0,0,,,,
189.3195652174,283.9793478261,0.4529335912,283.9793478261,0.4449866032,507,0,0,390,283.9793478261,0,0,,,,
195.847826087,293.7717391304,0.4580915538,293.7717391304,0.4501445658,507,0,0,390,293.7717391304,0,0,,,,
200.5956521739,300.8934782609,0.4631890716,300.8934782609,0.4552420836,507,0,0,390,300.8934782609,0,0,,,,
205.9369565217,308.9054347826,0.4686694068,308.9054347826,0.4607224188,507,0,0,390,308.9054347826,0,0,,,,
232.05,348.075,0.4755399742,348.075,0.4675929862,507,0,0,390,348.075,0,0,,,,
209.497826087,314.2467391304,0.4815441651,314.2467391304,0.4735971771,507,0,0,390,314.2467391304,0,0,,,,
172.1086956522,258.1630434783,0.4864200516,258.1630434783,0.4784730636,507,0,0,390,258.1630434783,0,0,,,,
132.9391304348,199.4086956522,0.4898452611,199.4086956522,0.4818982731,507,0,0,390,199.4086956522,0,0,,,,
93.1760869565,139.7641304348,0.4921220181,139.7641304348,0.4841750301,507,0,0,390,139.7641304348,0,0,,,,
108.0130434783,162.0195652174,0.4949024823,162.0195652174,0.4869554943,507,0,0,390,162.0195652174,0,0,,,,
76.5586956522,114.8380434783,0.4969777563,114.8380434783,0.4890307683,507,0,0,390,114.8380434783,0,0,,,,
57.5673913043,86.3510869565,0.4984888781,86.3510869565,0.4905418901,507,0,0,390,86.3510869565,0,0,,,,
41.5434782609,62.3152173913,0.4988716957,62.3152173913,0.4909247077,507,0,0,390,62.3152173913,0,0,,,,
45.697826087,68.5467391304,0.4994761444,68.5467391304,0.4915291564,507,0,0,390,68.5467391304,0,0,,,,
43.3239130435,64.9858695652,0.4999798517,64.9858695652,0.4920328637,507,0,0,390,64.9858695652,0,0,,,,
46.8847826087,70.327173913,0.5002820761,70.327173913,0.4923350881,507,0,0,390,70.327173913,0,0,,,,
39.7630434783,59.6445652174,0.4993955513,59.6445652174,0.4914485633,507,0,0,390,59.6445652174,0,0,,,,
42.7304347826,64.0956521739,0.498891844,64.0956521739,0.490944856,507,0,0,390,64.0956521739,0,0,,,,
33.8282608696,50.7423913043,0.498549323,50.7423913043,0.490602335,507,0,0,390,50.7423913043,0,0,,,,
43.9173913043,65.8760869565,0.4988112508,65.8760869565,0.4908642628,507,0,0,390,65.8760869565,0,0,,,,
99.7043478261,149.5565217391,0.5003223727,149.5565217391,0.4923753847,507,0,0,390,149.5565217391,0,0,,,,
122.85,184.275,0.5031229852,184.275,0.4951759972,507,0,0,390,184.275,0,0,,,,
115.7282608696,173.5923913043,0.5050572211,173.5923913043,0.4971102331,507,0,0,390,173.5923913043,0,0,,,,
178.0434782609,267.0652173913,0.5093488072,267.0652173913,0.5014018192,507,0,0,390,267.0652173913,0,0,,,,
169.1413043478,253.7119565217,0.5135195035,253.7119565217,0.5055725155,507,0,0,390,253.7119565217,0,0,,,,
197.6282608696,296.4423913043,0.5187177627,296.4423913043,0.5107707747,507,0,0,390,296.4423913043,0,0,,,,
176.2630434783,264.3945652174,0.5234929078,264.3945652174,0.5155459198,507,0,0,390,264.3945652174,0,0,,,,
9.4956521739,14.2434782609,0.5237951322,14.2434782609,0.5158481442,507,0,0,390,14.2434782609,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
0,0,0.5237951322,0,0.5158481442,507,0,0,390,0,0,0,,,,
46.2913043478,69.4369565217,0.5236137975,69.4369565217,0.5156668095,507,0,0,390,69.4369565217,0,0,,,,
64.6891304348,97.0336956522,0.5234727595,97.0336956522,0.5155257715,507,0,0,390,97.0336956522,0,0,,,,
34.4217391304,51.6326086957,0.5227071244,51.6326086957,0.5147601364,507,0,0,390,51.6326086957,0,0,,,,
31.4543478261,47.1815217391,0.5211758543,47.1815217391,0.5132288663,507,0,0,390,47.1815217391,0,0,,,,
42.7304347826,64.0956521739,0.5189796905,64.0956521739,0.5110327025,507,0,0,390,64.0956521739,0,0,,,,
45.697826087,68.5467391304,0.5168439716,68.5467391304,0.5088969836,507,0,0,390,68.5467391304,0,0,,,,
47.4782608696,71.2173913043,0.5150306254,71.2173913043,0.5070836374,507,0,0,390,71.2173913043,0,0,,,,
78.3391304348,117.5086956522,0.5149097357,117.5086956522,0.5069627477,507,0,0,390,117.5086956522,0,0,,,,
71.2173913043,106.8260869565,0.5143657318,106.8260869565,0.5064187438,507,0,0,390,106.8260869565,0,0,,,,
55.7869565217,83.6804347826,0.5125322373,83.6804347826,0.5045852493,507,0,0,390,83.6804347826,0,0,,,,
58.7543478261,88.1315217391,0.5106181496,88.1315217391,0.5026711616,507,0,0,390,88.1315217391,0,0,,,,
83.6804347826,125.5206521739,0.5088249516,125.5206521739,0.5008779636,507,0,0,390,125.5206521739,0,0,,,,
73.5913043478,110.3869565217,0.5029215023,110.3869565217,0.4949745143,507,0,0,390,110.3869565217,0,0,,,,
90.2086956522,135.3130434783,0.4968568665,135.3130434783,0.4889098785,507,0,0,390,135.3130434783,0,0,,,,
62.9086956522,94.3630434783,0.4897848162,94.3630434783,0.4818378282,507,0,0,390,94.3630434783,0,0,,,,
67.6565217391,101.4847826087,0.4848081883,101.4847826087,0.4768612003,507,0,0,390,101.4847826087,0,0,,,,
100.8913043478,151.3369565217,0.4812822373,151.3369565217,0.4733352493,507,0,0,390,151.3369565217,0,0,,,,
156.0847826087,234.127173913,0.478985332,234.127173913,0.471038344,507,0,0,390,234.127173913,0,0,,,,
179.2304347826,268.8456521739,0.4937541918,268.8456521739,0.4854874055,507,0,0,390,268.8456521739,0,0,,,,
178.6369565217,267.9554347826,0.5017611684,267.9554347826,0.4984282789,507,0,0,390,267.9554347826,0,0,,,,
169.7347826087,254.602173913,0.4983891753,254.602173913,0.4963464824,507,0,0,390,254.602173913,0,0,,,,
153.7108695652,230.5663043478,0.4949097938,230.5663043478,0.4936787484,507,0,0,390,230.5663043478,0,0,,,,
149.5565217391,224.3347826087,0.4927190722,224.3347826087,0.4914652068,507,0,0,390,224.3347826087,0,0,,,,
147.7760869565,221.6641304348,0.4913015464,221.6641304348,0.4900329151,507,0,0,390,221.6641304348,0,0,,,,
132.9391304348,199.4086956522,0.4889819588,199.4086956522,0.4876891651,507,0,0,390,199.4086956522,0,0,,,,
131.752173913,197.6282608696,0.4860609966,197.6282608696,0.4847377762,507,0,0,390,197.6282608696,0,0,,,,
129.9717391304,194.9576086957,0.4824097938,194.9576086957,0.4810485401,507,0,0,390,194.9576086957,0,0,,,,
128.7847826087,193.177173913,0.4781786942,193.177173913,0.4767733665,507,0,0,390,193.177173913,0,0,,,,
145.9956521739,218.9934782609,0.4754725086,218.9934782609,0.4740389915,507,0,0,390,218.9934782609,0,0,,,,
144.2152173913,216.322826087,0.4736898625,216.322826087,0.4722377762,507,0,0,390,216.322826087,0,0,,,,
115.1347826087,172.702173913,0.470597079,172.702173913,0.4691127762,507,0,0,390,172.702173913,0,0,,,,
119.2891304348,178.9336956522,0.4663230241,178.9336956522,0.4647941998,507,0,0,390,178.9336956522,0,0,,,,
111.5739130435,167.3608695652,0.4608032646,167.3608695652,0.4592169429,507,0,0,390,167.3608695652,0,0,,,,
90.802173913,136.2032608696,0.4537800687,136.2032608696,0.4780129572,507,0,0,390,136.2032608696,0,0,,,,
92.5826086957,138.8739130435,0.4468213058,138.8739130435,0.472829193,507,0,0,390,138.8739130435,0,0,,,,
119.2891304348,178.9336956522,0.470814978,178.9336956522,0.4686779177,507,0,0,390,178.9336956522,0,0,,,,
117.5086956522,176.2630434783,0.4665014684,176.2630434783,0.4643644081,507,0,0,390,176.2630434783,0,0,,,,
115.1347826087,172.702173913,0.4612701909,172.702173913,0.4591331306,507,0,0,390,172.702173913,0,0,,,,
108.6065217391,162.9097826087,0.4580792683,162.9097826087,0.4559279925,507,0,0,390,162.9097826087,0,0,,,,
152.5239130435,228.7858695652,0.4617898796,228.7858695652,0.4627333893,507,0,0,390,228.7858695652,0,0,,,,
175.6695652174,263.5043478261,0.4614583333,263.5043478261,0.460699081,507,0,0,390,263.5043478261,0,0,,,,
174.4826086957,261.7239130435,0.4586174242,261.7239130435,0.4586174242,507,0,0,390,261.7239130435,0,0,,,,
157.8652173913,236.797826087,0.4549005682,236.797826087,0.4549005682,507,0,0,390,236.797826087,0,0,,,,
169.1413043478,253.7119565217,0.4528172348,253.7119565217,0.4528172348,507,0,0,390,253.7119565217,0,0,,,,
150.15,225.225,0.45,225.225,0.45,507,0,0,390,225.225,0,0,,,,
142.4347826087,213.652173913,0.446188447,213.652173913,0.446188447,507,0,0,390,213.652173913,0,0,,,,
106.8260869565,160.2391304348,0.4411221591,160.2391304348,0.4411221591,507,0,0,390,160.2391304348,0,0,,,,
96.7369565217,145.1054347826,0.4405721966,145.1054347826,0.4405721966,507,0,0,390,145.1054347826,0,0,,,,
90.2086956522,135.3130434783,0.4338037634,135.3130434783,0.4338037634,507,0,0,390,135.3130434783,0,0,,,,
86.647826087,129.9717391304,0.459729115,129.9717391304,0.459729115,507,0,0,390,129.9717391304,0,0,,,,
73.5913043478,110.3869565217,0.466405584,110.3869565217,0.466405584,507,0,0,390,110.3869565217,0,0,,,,
60.5347826087,90.802173913,0.4595055413,90.802173913,0.4595055413,507,0,0,390,90.802173913,0,0,,,,
58.1608695652,87.2413043478,0.4523657289,87.2413043478,0.4523657289,507,0,0,390,87.2413043478,0,0,,,,
80.7130434783,121.0695652174,0.446851023,121.0695652174,0.446851023,507,0,0,390,121.0695652174,0,0,,,,
81.3065217391,121.9597826087,0.4418158568,121.9597826087,0.4418158568,507,0,0,390,121.9597826087,0,0,,,,
72.997826087,109.4967391304,0.4364609974,109.4967391304,0.4364609974,507,0,0,390,109.4967391304,0,0,,,,
64.0956521739,96.1434782609,0.4315856777,96.1434782609,0.4315856777,507,0,0,390,96.1434782609,0,0,,,,
52.8195652174,79.2293478261,0.4260443308,79.2293478261,0.4260443308,507,0,0,390,79.2293478261,0,0,,,,
76.5586956522,114.8380434783,0.4218616795,114.8380434783,0.4218616795,507,0,0,390,114.8380434783,0,0,,,,
62.9086956522,94.3630434783,0.416187127,94.3630434783,0.416187127,507,0,0,390,94.3630434783,0,0,,,,
54.6,81.9,0.4098465473,81.9,0.4098465473,507,0,0,390,81.9,0,0,,,,
72.4043478261,108.6065217391,0.4040920716,108.6065217391,0.4040920716,507,0,0,390,108.6065217391,0,0,,,,
52.2260869565,78.3391304348,0.397192029,78.3391304348,0.397192029,507,0,0,390,78.3391304348,0,0,,,,
30.8608695652,46.2913043478,0.4299457035,46.2913043478,0.4299457035,507,0,0,390,46.2913043478,0,0,,,,
26.7065217391,40.0597826087,0.4461336336,40.0597826087,0.4461336336,507,0,0,390,40.0597826087,0,0,,,,
24.3326086957,36.4989130435,0.4383445946,36.4989130435,0.4383445946,507,0,0,390,36.4989130435,0,0,,,,
26.7065217391,40.0597826087,0.4327452452,40.0597826087,0.4327452452,507,0,0,390,40.0597826087,0,0,,,,
24.3326086957,36.4989130435,0.4291166166,36.4989130435,0.4291166166,507,0,0,390,36.4989130435,0,0,,,,
12.4630434783,18.6945652174,0.4240803303,18.6945652174,0.4240803303,507,0,0,390,18.6945652174,0,0,,,,
9.4956521739,14.2434782609,0.4205455455,14.2434782609,0.4205455455,507,0,0,390,14.2434782609,0,0,,,,
10.0891304348,15.1336956522,0.418043043,15.1336956522,0.418043043,507,0,0,390,15.1336956522,0,0,,,,
4.1543478261,6.2315217391,0.4160723223,6.2315217391,0.4160723223,507,0,0,390,6.2315217391,0,0,,,,
2.3739130435,3.5608695652,0.4137887888,3.5608695652,0.4137887888,507,0,0,390,3.5608695652,0,0,,,,
0.5934782609,0.8902173913,0.4115365365,0.8902173913,0.4115365365,507,0,0,390,0.8902173913,0,0,,,,
2.9673913043,4.4510869565,0.4092217217,4.4510869565,0.4092217217,507,0,0,390,4.4510869565,0,0,,,,
2.3739130435,3.5608695652,0.407251001,3.5608695652,0.407251001,507,0,0,390,3.5608695652,0,0,,,,
1.1869565217,1.7804347826,0.4050613113,1.7804347826,0.4050613113,507,0,0,390,1.7804347826,0,0,,,,
1.7804347826,2.6706521739,0.4033721221,2.6706521739,0.4033721221,507,0,0,390,2.6706521739,0,0,,,,
0,0,0.4010573073,0,0.4010573073,507,0,0,390,0,0,0,,,,
0,0,0.3958020521,0,0.3958020521,507,0,0,390,0,0,0,,,,
0.5934782609,0.8902173913,0.3893581081,0.8902173913,0.3893581081,507,0,0,390,0.8902173913,0,0,,,,
0.5934782609,0.8902173913,0.3832895395,0.8902173913,0.3832895395,507,0,0,390,0.8902173913,0,0,,,,
1.1869565217,1.7804347826,0.3739677177,1.7804347826,0.3739677177,507,0,0,390,1.7804347826,0,0,,,,
1.7804347826,2.6706521739,0.3651463964,2.6706521739,0.3651463964,507,0,0,390,2.6706521739,0,0,,,,
1.7804347826,2.6706521739,0.3912458609,2.6706521739,0.3912458609,507,0,0,390,2.6706521739,0,0,,,,
2.9673913043,4.4510869565,0.381174117,4.4510869565,0.381174117,507,0,0,390,4.4510869565,0,0,,,,
0.5934782609,0.8902173913,0.3806567329,0.8902173913,0.3806567329,507,0,0,390,0.8902173913,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
0,0,0.3806567329,0,0.3806567329,507,0,0,390,0,0,0,,,,
21.3652173913,32.047826087,0.3792080574,32.047826087,0.3792080574,507,0,0,390,32.047826087,0,0,,,,
20.7717391304,31.1576086957,0.3766556291,31.1576086957,0.3766556291,507,0,0,390,31.1576086957,0,0,,,,
22.552173913,33.8282608696,0.3759657837,33.8282608696,0.3759657837,507,0,0,390,33.8282608696,0,0,,,,
18.9913043478,28.4869565217,0.3752414459,28.4869565217,0.3752414459,507,0,0,390,28.4869565217,0,0,,,,
21.3652173913,32.047826087,0.3739997241,32.047826087,0.3739997241,507,0,0,390,32.047826087,0,0,,,,
20.1782608696,30.2673913043,0.3725165563,30.2673913043,0.3725165563,507,0,0,390,30.2673913043,0,0,,,,
16.6173913043,24.9260869565,0.3707229581,24.9260869565,0.3707229581,507,0,0,390,24.9260869565,0,0,,,,
26.1130434783,39.1695652174,0.367687638,39.1695652174,0.367687638,507,0,0,390,39.1695652174,0,0,,,,
24.9260869565,37.3891304348,0.3649972406,37.3891304348,0.3649972406,507,0,0,390,37.3891304348,0,0,,,,
35.6086956522,53.4130434783,0.3638245033,53.4130434783,0.3638245033,507,0,0,390,53.4130434783,0,0,,,,
51.0391304348,76.5586956522,0.3633761038,76.5586956522,0.3633761038,507,0,0,390,76.5586956522,0,0,,,,
65.8760869565,98.8141304348,0.3623413355,98.8141304348,0.3623413355,507,0,0,390,98.8141304348,0,0,,,,
75.3717391304,113.0576086957,0.3624448124,113.0576086957,0.3624448124,507,0,0,390,113.0576086957,0,0,,,,
97.9239130435,146.8858695652,0.3628932119,146.8858695652,0.3628932119,507,0,0,390,146.8858695652,0,0,,,,
100.8913043478,151.3369565217,0.3651007174,151.3369565217,0.3651007174,507,0,0,390,151.3369565217,0,0,,,,
151.3369565217,227.0054347826,0.369964128,227.0054347826,0.369964128,507,0,0,390,227.0054347826,0,0,,,,
106.2326086957,159.3489130435,0.3702745585,159.3489130435,0.3702745585,507,0,0,390,159.3489130435,0,0,,,,
114.5413043478,171.8119565217,0.3678600993,171.8119565217,0.3678600993,507,0,0,390,171.8119565217,0,0,,,,
178.0434782609,267.0652173913,0.3690130122,267.0652173913,0.3690130122,507,0,0,390,267.0652173913,0,0,,,,
148.9630434783,223.4445652174,0.3685069444,223.4445652174,0.3685069444,507,0,0,390,223.4445652174,0,0,,,,
124.0369565217,186.0554347826,0.3658333333,186.0554347826,0.3658333333,507,0,0,390,186.0554347826,0,0,,,,
