startprofiel,startprofiel+extra,LF  startprofiel+extra,aangepast profiel,LF aangepast profiel ,regelpunt,kwartieren boven limiet,verlies aan energie,390 of 360A,profiel 360/390A afhankelijk van LF,verlies aan energie2,,startprofiel2,startprofiel2+extra,aangepast profiel2,profiel2 360/390A
11.27608696,16.91413043,0.357647002,16.91413043,0.357647002,507,0,0,390,16.91413043,0,0,,,,
8.308695652,12.46304348,0.356649143,12.46304348,0.356649143,507,0,0,390,12.46304348,0,0,,,,
4.154347826,6.231521739,0.355407905,6.231521739,0.355407905,507,0,0,390,6.231521739,0,0,,,,
4.154347826,6.231521739,0.354653427,6.231521739,0.354653427,507,0,0,390,6.231521739,0,0,,,,
2.373913043,3.560869565,0.353777259,3.560869565,0.353777259,507,0,0,390,3.560869565,0,0,,,,
0,0,0.353241822,0,0.353241822,507,0,0,390,0,0,0,,,,
0,0,0.352609034,0,0.352609034,507,0,0,390,0,0,0,,,,
0,0,0.351976246,0,0.351976246,507,0,0,390,0,0,0,,,,
0,0,0.351611176,0,0.351611176,507,0,0,390,0,0,0,,,,
0,0,0.35131912,0,0.35131912,507,0,0,390,0,0,0,,,,
0,0,0.350978388,0,0.350978388,507,0,0,390,0,0,0,,,,
0,0,0.350661994,0,0.350661994,507,0,0,390,0,0,0,,,,
0.593478261,0.890217391,0.350515966,0.890217391,0.350515966,507,0,0,390,0.890217391,0,0,,,,
0,0,0.350053544,0,0.350053544,507,0,0,390,0,0,0,,,,
0,0,0.349639798,0,0.349639798,507,0,0,390,0,0,0,,,,
0,0,0.349177375,0,0.349177375,507,0,0,390,0,0,0,,,,
0,0,0.348325545,0,0.348325545,507,0,0,390,0,0,0,,,,
0,0,0.347400701,0,0.347400701,507,0,0,390,0,0,0,,,,
0,0,0.34545366,0,0.34545366,507,0,0,390,0,0,0,,,,
0,0,0.343969042,0,0.343969042,507,0,0,390,0,0,0,,,,
0,0,0.341754283,0,0.341754283,507,0,0,390,0,0,0,,,,
0,0,0.338979751,0,0.338979751,507,0,0,390,0,0,0,,,,
0,0,0.33557243,0,0.33557243,507,0,0,390,0,0,0,,,,
0,0,0.332384151,0,0.332384151,507,0,0,390,0,0,0,,,,
0,0,0.330510125,0,0.330510125,507,0,0,390,0,0,0,,,,
0,0,0.327735592,0,0.327735592,507,0,0,390,0,0,0,,,,
0,0,0.322527259,0,0.322527259,507,0,0,390,0,0,0,,,,
0,0,0.314106308,0,0.314106308,507,0,0,390,0,0,0,,,,
0,0,0.305466316,0,0.305466316,507,0,0,390,0,0,0,,,,
0,0,0.29736176,0,0.29736176,507,0,0,390,0,0,0,,,,
0,0,0.289232866,0,0.289232866,507,0,0,390,0,0,0,,,,
0,0,0.283464759,0,0.283464759,507,0,0,390,0,0,0,,,,
0,0,0.28051986,0,0.28051986,507,0,0,390,0,0,0,,,,
0.593478261,0.890217391,0.277940031,0.890217391,0.277940031,507,0,0,390,0.890217391,0,0,,,,
7.12173913,10.6826087,0.271660826,10.6826087,0.271660826,507,0,0,390,10.6826087,0,0,,,,
5.341304348,8.011956522,0.266890576,8.011956522,0.266890576,507,0,0,390,8.011956522,0,0,,,,
22.55217391,33.82826087,0.262534073,33.82826087,0.262534073,507,0,0,390,33.82826087,0,0,,,,
7.715217391,11.57282609,0.25708236,11.57282609,0.25708236,507,0,0,390,11.57282609,0,0,,,,
16.02391304,24.03586957,0.250219042,24.03586957,0.250219042,507,0,0,390,24.03586957,0,0,,,,
21.36521739,32.04782609,0.243818146,32.04782609,0.243818146,507,0,0,390,32.04782609,0,0,,,,
15.43043478,23.14565217,0.235251168,23.14565217,0.235251168,507,0,0,390,23.14565217,0,0,,,,
16.02391304,24.03586957,0.226659852,24.03586957,0.226659852,507,0,0,390,24.03586957,0,0,,,,
11.27608696,16.91413043,0.220721379,16.91413043,0.220721379,507,0,0,390,16.91413043,0,0,,,,
13.65,20.475,0.215074961,20.475,0.215074961,507,0,0,390,20.475,0,0,,,,
28.48695652,42.73043478,0.209769276,42.73043478,0.209769276,507,0,0,390,42.73043478,0,0,,,,
30.86086957,46.29130435,0.204804322,46.29130435,0.204804322,507,0,0,390,46.29130435,0,0,,,,
52.22608696,78.33913043,0.200423481,78.33913043,0.200423481,507,0,0,390,78.33913043,0,0,,,,
51.6326087,77.44891304,0.195726246,77.44891304,0.195726246,507,0,0,390,77.44891304,0,0,,,,
28.48695652,42.73043478,0.188765576,42.73043478,0.188765576,507,0,0,390,42.73043478,0,0,,,,
18.39782609,27.59673913,0.181610202,27.59673913,0.181610202,507,0,0,390,27.59673913,0,0,,,,
13.65,20.475,0.177278037,20.475,0.177278037,507,0,0,390,20.475,0,0,,,,
16.6173913,24.92608696,0.172094042,24.92608696,0.172094042,507,0,0,390,24.92608696,0,0,,,,
16.6173913,24.92608696,0.167542835,24.92608696,0.167542835,507,0,0,390,24.92608696,0,0,,,,
23.73913043,35.60869565,0.163794782,35.60869565,0.163794782,507,0,0,390,35.60869565,0,0,,,,
27.3,40.95,0.156079634,40.95,0.156079634,507,0,0,390,40.95,0,0,,,,
42.73043478,64.09565217,0.14868088,64.09565217,0.14868088,507,0,0,390,64.09565217,0,0,,,,
46.29130435,69.43695652,0.155011843,69.43695652,0.155011843,507,0,0,390,69.43695652,0,0,,,,
30.2673913,45.40108696,0.221527778,45.40108696,0.221527778,507,0,0,390,45.40108696,0,0,,,,
17.80434783,26.70652174,0.239583333,26.70652174,0.239583333,507,0,0,390,26.70652174,0,0,,,,
9.495652174,14.24347826,0.232623525,14.24347826,0.232623525,507,0,0,390,14.24347826,0,0,,,,
5.934782609,8.902173913,0.227000369,8.902173913,0.227000369,507,0,0,390,8.902173913,0,0,,,,
7.12173913,10.6826087,0.218611726,10.6826087,0.218611726,507,0,0,390,10.6826087,0,0,,,,
15.43043478,23.14565217,0.213166291,23.14565217,0.213166291,507,0,0,390,23.14565217,0,0,,,,
22.55217391,33.82826087,0.206409535,33.82826087,0.206409535,507,0,0,390,33.82826087,0,0,,,,
39.76304348,59.64456522,0.200262763,59.64456522,0.200262763,507,0,0,390,59.64456522,0,0,,,,
48.07173913,72.1076087,0.196180556,72.1076087,0.196180556,507,0,0,390,72.1076087,0,0,,,,
76.55869565,114.8380435,0.194022147,114.8380435,0.194022147,507,0,0,390,114.8380435,0,0,,,,
106.826087,160.2391304,0.194397523,160.2391304,0.194397523,507,0,0,390,160.2391304,0,0,,,,
141.8413043,212.7619565,0.185800209,212.7619565,0.185800209,507,0,0,390,212.7619565,0,0,,,,
131.7521739,197.6282609,0.187630753,197.6282609,0.187630753,507,0,0,390,197.6282609,0,0,,,,
114.5413043,171.8119565,0.190071478,171.8119565,0.190071478,507,0,0,390,171.8119565,0,0,,,,
141.8413043,212.7619565,0.190812413,212.7619565,0.190812413,507,0,0,390,212.7619565,0,0,,,,
169.1413043,253.7119565,0.16370614,253.7119565,0.16370614,507,0,0,390,253.7119565,0,0,,,,
181.0108696,271.5163043,0.16010929,271.5163043,0.16010929,507,0,0,390,271.5163043,0,0,,,,
196.4413043,294.6619565,0.155652064,294.6619565,0.155652064,507,0,0,390,294.6619565,0,0,,,,
226.7086957,340.0630435,0.143542757,340.0630435,0.143542757,507,0,0,390,340.0630435,0,0,,,,
210.0913043,315.1369565,0.149569154,315.1369565,0.149569154,507,0,0,390,315.1369565,0,0,,,,
183.3847826,275.0771739,0.154750218,275.0771739,0.154750218,507,0,0,390,275.0771739,0,0,,,,
214.2456522,321.3684783,0.161212914,321.3684783,0.161212914,507,0,0,390,321.3684783,0,0,,,,
208.3108696,312.4663043,0.16792103,312.4663043,0.16792103,507,0,0,390,312.4663043,0,0,,,,
191.1,286.65,0.173129363,286.65,0.173129363,507,0,0,390,286.65,0,0,,,,
210.6847826,316.0271739,0.180001091,316.0271739,0.180001091,507,0,0,390,316.0271739,0,0,,,,
207.123913,310.6858696,0.1875,310.6858696,0.1875,507,0,0,390,310.6858696,0,0,,,,
185.1652174,277.7478261,0.194726222,277.7478261,0.194726222,507,0,0,390,277.7478261,0,0,,,,
195.8478261,293.7717391,0.202225131,293.7717391,0.202225131,507,0,0,390,293.7717391,0,0,,,,
210.0913043,315.1369565,0.209969459,315.1369565,0.209969459,507,0,0,390,315.1369565,0,0,,,,
207.7173913,311.576087,0.217741056,311.576087,0.217741056,507,0,0,390,311.576087,0,0,,,,
187.5391304,281.3086957,0.224094677,281.3086957,0.224094677,507,0,0,390,281.3086957,0,0,,,,
167.9543478,251.9315217,0.229657504,251.9315217,0.229657504,507,0,0,390,251.9315217,0,0,,,,
172.1086957,258.1630435,0.236420157,258.1630435,0.236420157,507,0,0,390,258.1630435,0,0,,,,
160.2391304,240.3586957,0.242773778,240.3586957,0.242773778,507,0,0,390,240.3586957,0,0,,,,
214.2456522,321.3684783,0.251745201,321.3684783,0.251745201,507,0,0,390,321.3684783,0,0,,,,
239.1717391,358.7576087,0.24751861,358.7576087,0.24751861,507,0,0,390,358.7576087,0,0,,,,
178.0434783,267.0652174,0.253877171,267.0652174,0.253877171,507,0,0,390,267.0652174,0,0,,,,
154.8978261,232.3467391,0.259615385,232.3467391,0.259615385,507,0,0,390,232.3467391,0,0,,,,
135.9065217,203.8597826,0.264888337,203.8597826,0.264888337,507,0,0,390,203.8597826,0,0,,,,
154.8978261,232.3467391,0.271143507,232.3467391,0.271143507,507,0,0,390,232.3467391,0,0,,,,
144.2152174,216.3228261,0.277062655,216.3228261,0.277062655,507,0,0,390,216.3228261,0,0,,,,
165.5804348,248.3706522,0.284093259,248.3706522,0.284093259,507,0,0,390,248.3706522,0,0,,,,
173.2956522,259.9434783,0.291459884,259.9434783,0.291459884,507,0,0,390,259.9434783,0,0,,,,
152.523913,228.7858696,0.29799938,228.7858696,0.29799938,507,0,0,390,228.7858696,0,0,,,,
138.2804348,207.4206522,0.304021919,207.4206522,0.304021919,507,0,0,390,207.4206522,0,0,,,,
178.6369565,267.9554348,0.311802109,267.9554348,0.311802109,507,0,0,390,267.9554348,0,0,,,,
188.1326087,282.198913,0.319995864,282.198913,0.319995864,507,0,0,390,282.198913,0,0,,,,
188.726087,283.0891304,0.328215467,283.0891304,0.328215467,507,0,0,390,283.0891304,0,0,,,,
205.9369565,308.9054348,0.337184657,308.9054348,0.337184657,507,0,0,390,308.9054348,0,0,,,,
185.7586957,278.6380435,0.345275021,278.6380435,0.345275021,507,0,0,390,278.6380435,0,0,,,,
200.0021739,300.0032609,0.353985732,300.0032609,0.353985732,507,0,0,390,300.0032609,0,0,,,,
153.1173913,229.676087,0.360628619,229.676087,0.360628619,507,0,0,390,229.676087,0,0,,,,
125.8173913,188.726087,0.366108354,188.726087,0.366108354,507,0,0,390,188.726087,0,0,,,,
170.3282609,255.4923913,0.373526675,255.4923913,0.373526675,507,0,0,390,255.4923913,0,0,,,,
114.5413043,171.8119565,0.378515302,171.8119565,0.378515302,507,0,0,390,171.8119565,0,0,,,,
156.0847826,234.1271739,0.385313275,234.1271739,0.385313275,507,0,0,390,234.1271739,0,0,,,,
157.8652174,236.7978261,0.392188792,236.7978261,0.392188792,507,0,0,390,236.7978261,0,0,,,,
127.5978261,191.3967391,0.397746071,191.3967391,0.397746071,507,0,0,390,191.3967391,0,0,,,,
137.6869565,206.5304348,0.403742763,206.5304348,0.403742763,507,0,0,390,206.5304348,0,0,,,,
56.38043478,84.57065217,0.406198304,84.57065217,0.406198304,507,0,0,390,84.57065217,0,0,,,,
67.65652174,101.4847826,0.409144955,101.4847826,0.409144955,507,0,0,390,101.4847826,0,0,,,,
34.42173913,51.6326087,0.410644127,51.6326087,0.410644127,507,0,0,390,51.6326087,0,0,,,,
83.68043478,125.5206522,0.414288668,125.5206522,0.414288668,507,0,0,390,125.5206522,0,0,,,,
129.9717391,194.9576087,0.419949338,194.9576087,0.419949338,507,0,0,390,194.9576087,0,0,,,,
39.16956522,58.75434783,0.421655294,58.75434783,0.421655294,507,0,0,390,58.75434783,0,0,,,,
66.46956522,99.70434783,0.424550248,99.70434783,0.424550248,507,0,0,390,99.70434783,0,0,,,,
31.45434783,47.18152174,0.425920182,47.18152174,0.425920182,507,0,0,390,47.18152174,0,0,,,,
13.05652174,19.58478261,0.426488834,19.58478261,0.426488834,507,0,0,390,19.58478261,0,0,,,,
6.52826087,9.792391304,0.42677316,9.792391304,0.42677316,507,0,0,390,9.792391304,0,0,,,,
4.154347826,6.231521739,0.426954094,6.231521739,0.426954094,507,0,0,390,6.231521739,0,0,,,,
11.86956522,17.80434783,0.42747105,17.80434783,0.42747105,507,0,0,390,17.80434783,0,0,,,,
17.80434783,26.70652174,0.428246485,26.70652174,0.428246485,507,0,0,390,26.70652174,0,0,,,,
116.3217391,174.4826087,0.433286807,174.4826087,0.433286807,507,0,0,390,174.4826087,0,0,,,,
138.2804348,207.4206522,0.438999173,207.4206522,0.438999173,507,0,0,390,207.4206522,0,0,,,,
256.976087,385.4641304,0.41878368,385.4641304,0.41878368,507,0,0,390,385.4641304,0,0,,,,
245.7,368.55,0.427829099,368.55,0.427829099,507,0,0,390,368.55,0,0,,,,
184.5717391,276.8576087,0.434998075,276.8576087,0.434998075,507,0,0,390,276.8576087,0,0,,,,
180.4173913,270.626087,0.441661855,270.626087,0.441661855,507,0,0,390,270.626087,0,0,,,,
186.3521739,279.5282609,0.448349692,279.5282609,0.448349692,507,0,0,390,279.5282609,0,0,,,,
155.4913043,233.2369565,0.454027136,233.2369565,0.454027136,507,0,0,390,233.2369565,0,0,,,,
135.3130435,202.9695652,0.458862587,202.9695652,0.458862587,507,0,0,390,202.9695652,0,0,,,,
115.7282609,173.5923913,0.463096613,173.5923913,0.463096613,507,0,0,390,173.5923913,0,0,,,,
58.16086957,87.24130435,0.464900885,87.24130435,0.464900885,507,0,0,390,87.24130435,0,0,,,,
96.73695652,145.1054348,0.467667436,145.1054348,0.467667436,507,0,0,390,145.1054348,0,0,,,,
77.15217391,115.7282609,0.46954388,115.7282609,0.46954388,507,0,0,390,115.7282609,0,0,,,,
75.37173913,113.0576087,0.470482102,113.0576087,0.470482102,507,0,0,390,113.0576087,0,0,,,,
37.9826087,56.97391304,0.469928791,56.97391304,0.469928791,507,0,0,390,56.97391304,0,0,,,,
20.77173913,31.1576087,0.469616051,31.1576087,0.469616051,507,0,0,390,31.1576087,0,0,,,,
20.17826087,30.2673913,0.469688222,30.2673913,0.469688222,507,0,0,390,30.2673913,0,0,,,,
15.43043478,23.14565217,0.469760393,23.14565217,0.469760393,507,0,0,390,23.14565217,0,0,,,,
8.902173913,13.35326087,0.469447652,13.35326087,0.469447652,507,0,0,390,13.35326087,0,0,,,,
8.902173913,13.35326087,0.469134911,13.35326087,0.469134911,507,0,0,390,13.35326087,0,0,,,,
14.83695652,22.25543478,0.468774057,22.25543478,0.468774057,507,0,0,390,22.25543478,0,0,,,,
6.52826087,9.792391304,0.467932063,9.792391304,0.467932063,507,0,0,390,9.792391304,0,0,,,,
7.12173913,10.6826087,0.466488645,10.6826087,0.466488645,507,0,0,390,10.6826087,0,0,,,,
11.27608696,16.91413043,0.465069284,16.91413043,0.465069284,507,0,0,390,16.91413043,0,0,,,,
16.6173913,24.92608696,0.464515974,24.92608696,0.464515974,507,0,0,390,24.92608696,0,0,,,,
14.83695652,22.25543478,0.464395689,22.25543478,0.464395689,507,0,0,390,22.25543478,0,0,,,,
17.80434783,26.70652174,0.464732487,26.70652174,0.464732487,507,0,0,390,26.70652174,0,0,,,,
10.6826087,16.02391304,0.464924942,16.02391304,0.464924942,507,0,0,390,16.02391304,0,0,,,,
14.83695652,22.25543478,0.465237683,22.25543478,0.465237683,507,0,0,390,22.25543478,0,0,,,,
18.99130435,28.48695652,0.465382025,28.48695652,0.465382025,507,0,0,390,28.48695652,0,0,,,,
13.05652174,19.58478261,0.464997113,19.58478261,0.464997113,507,0,0,390,19.58478261,0,0,,,,
11.27608696,16.91413043,0.463842379,16.91413043,0.463842379,507,0,0,390,16.91413043,0,0,,,,
10.6826087,16.02391304,0.46232679,16.02391304,0.46232679,507,0,0,390,16.02391304,0,0,,,,
10.6826087,16.02391304,0.459656467,16.02391304,0.459656467,507,0,0,390,16.02391304,0,0,,,,
13.05652174,19.58478261,0.455855466,19.58478261,0.455855466,507,0,0,390,19.58478261,0,0,,,,
22.55217391,33.82826087,0.451020015,33.82826087,0.451020015,507,0,0,390,33.82826087,0,0,,,,
25.51956522,38.27934783,0.446713818,38.27934783,0.446713818,507,0,0,390,38.27934783,0,0,,,,
23.73913043,35.60869565,0.443033102,35.60869565,0.443033102,507,0,0,390,35.60869565,0,0,,,,
29.67391304,44.51086957,0.438486336,44.51086957,0.438486336,507,0,0,390,44.51086957,0,0,,,,
41.54347826,62.31521739,0.433314088,62.31521739,0.433314088,507,0,0,390,62.31521739,0,0,,,,
32.04782609,48.07173913,0.427275789,48.07173913,0.427275789,507,0,0,390,48.07173913,0,0,,,,
36.79565217,55.19347826,0.420804465,55.19347826,0.420804465,507,0,0,390,55.19347826,0,0,,,,
28.48695652,42.73043478,0.412769438,42.73043478,0.412769438,507,0,0,390,42.73043478,0,0,,,,
24.92608696,37.38913043,0.405263664,37.38913043,0.405263664,507,0,0,390,37.38913043,0,0,,,,
24.92608696,37.38913043,0.398840454,37.38913043,0.398840454,507,0,0,390,37.38913043,0,0,,,,
14.24347826,21.36521739,0.390733256,21.36521739,0.390733256,507,0,0,390,21.36521739,0,0,,,,
11.27608696,16.91413043,0.382746343,16.91413043,0.382746343,507,0,0,390,16.91413043,0,0,,,,
10.08913043,15.13369565,0.375408968,15.13369565,0.375408968,507,0,0,390,15.13369565,0,0,,,,
10.08913043,15.13369565,0.367277714,15.13369565,0.367277714,507,0,0,390,15.13369565,0,0,,,,
14.24347826,21.36521739,0.359459199,21.36521739,0.359459199,507,0,0,390,21.36521739,0,0,,,,
7.12173913,10.6826087,0.352242109,10.6826087,0.352242109,507,0,0,390,10.6826087,0,0,,,,
2.967391304,4.451086957,0.344423595,4.451086957,0.344423595,507,0,0,390,4.451086957,0,0,,,,
4.154347826,6.231521739,0.336075828,6.231521739,0.336075828,507,0,0,390,6.231521739,0,0,,,,
13.65,20.475,0.328209199,20.475,0.328209199,507,0,0,390,20.475,0,0,,,,
17.80434783,26.70652174,0.321328907,26.70652174,0.321328907,507,0,0,390,26.70652174,0,0,,,,
13.65,20.475,0.315074095,20.475,0.315074095,507,0,0,390,20.475,0,0,,,,
23.73913043,35.60869565,0.309059854,35.60869565,0.309059854,507,0,0,390,35.60869565,0,0,,,,
34.42173913,51.6326087,0.303959777,51.6326087,0.303959777,507,0,0,390,51.6326087,0,0,,,,
36.20217391,54.30326087,0.296742687,54.30326087,0.296742687,507,0,0,390,54.30326087,0,0,,,,
30.86086957,46.29130435,0.288298691,46.29130435,0.288298691,507,0,0,390,46.29130435,0,0,,,,
26.11304348,39.16956522,0.282140108,39.16956522,0.282140108,507,0,0,390,39.16956522,0,0,,,,
28.48695652,42.73043478,0.277015974,42.73043478,0.277015974,507,0,0,390,42.73043478,0,0,,,,
53.41304348,80.11956522,0.273672055,80.11956522,0.273672055,507,0,0,390,80.11956522,0,0,,,,
59.34782609,89.02173913,0.269798884,89.02173913,0.269798884,507,0,0,390,89.02173913,0,0,,,,
35.01521739,52.52282609,0.265372402,52.52282609,0.265372402,507,0,0,390,52.52282609,0,0,,,,
47.47826087,71.2173913,0.260585065,71.2173913,0.260585065,507,0,0,390,71.2173913,0,0,,,,
43.9173913,65.87608696,0.255340647,65.87608696,0.255340647,507,0,0,390,65.87608696,0,0,,,,
46.88478261,70.32717391,0.251058507,70.32717391,0.251058507,507,0,0,390,70.32717391,0,0,,,,
59.94130435,89.91195652,0.247882987,89.91195652,0.247882987,507,0,0,390,89.91195652,0,0,,,,
13.65,20.475,0.24119515,20.475,0.24119515,507,0,0,390,20.475,0,0,,,,
26.70652174,40.05978261,0.234651655,40.05978261,0.234651655,507,0,0,390,40.05978261,0,0,,,,
13.65,20.475,0.22755485,20.475,0.22755485,507,0,0,390,20.475,0,0,,,,
7.715217391,11.57282609,0.219519823,11.57282609,0.219519823,507,0,0,390,11.57282609,0,0,,,,
4.154347826,6.231521739,0.212158391,6.231521739,0.212158391,507,0,0,390,6.231521739,0,0,,,,
2.967391304,4.451086957,0.204171478,4.451086957,0.204171478,507,0,0,390,4.451086957,0,0,,,,
5.341304348,8.011956522,0.198181293,8.011956522,0.198181293,507,0,0,390,8.011956522,0,0,,,,
2.967391304,4.451086957,0.193201501,4.451086957,0.193201501,507,0,0,390,4.451086957,0,0,,,,
1.186956522,1.780434783,0.186345266,1.780434783,0.186345266,507,0,0,390,1.780434783,0,0,,,,
7.12173913,10.6826087,0.181990955,10.6826087,0.181990955,507,0,0,390,10.6826087,0,0,,,,
13.05652174,19.58478261,0.176193226,19.58478261,0.176193226,507,0,0,390,19.58478261,0,0,,,,
10.6826087,16.02391304,0.170227098,16.02391304,0.170227098,507,0,0,390,16.02391304,0,0,,,,
20.17826087,30.2673913,0.165872787,30.2673913,0.165872787,507,0,0,390,30.2673913,0,0,,,,
26.70652174,40.05978261,0.161374134,40.05978261,0.161374134,507,0,0,390,40.05978261,0,0,,,,
52.81956522,79.22934783,0.161229792,79.22934783,0.161229792,507,0,0,390,79.22934783,0,0,,,,
89.61521739,134.4228261,0.1621199,134.4228261,0.1621199,507,0,0,390,134.4228261,0,0,,,,
129.3782609,194.0673913,0.165969015,194.0673913,0.165969015,507,0,0,390,194.0673913,0,0,,,,
165.5804348,248.3706522,0.169288876,248.3706522,0.169288876,507,0,0,390,248.3706522,0,0,,,,
192.8804348,289.3206522,0.171838915,289.3206522,0.171838915,507,0,0,390,289.3206522,0,0,,,,
192.2869565,288.4304348,0.178045612,288.4304348,0.178045612,507,0,0,390,288.4304348,0,0,,,,
20.77173913,31.1576087,0.176193226,31.1576087,0.176193226,507,0,0,390,31.1576087,0,0,,,,
0,0,0.174918206,0,0.174918206,507,0,0,390,0,0,0,,,,
111.573913,167.3608696,0.178911663,167.3608696,0.178911663,507,0,0,390,167.3608696,0,0,,,,
124.0369565,186.0554348,0.183674942,186.0554348,0.183674942,507,0,0,390,186.0554348,0,0,,,,
137.0934783,205.6402174,0.189063703,205.6402174,0.189063703,507,0,0,390,205.6402174,0,0,,,,
147.776087,221.6641304,0.194572748,221.6641304,0.194572748,507,0,0,390,221.6641304,0,0,,,,
128.1913043,192.2869565,0.199047344,192.2869565,0.199047344,507,0,0,390,192.2869565,0,0,,,,
100.8913043,151.3369565,0.198421863,151.3369565,0.198421863,507,0,0,390,151.3369565,0,0,,,,
113.9478261,170.9217391,0.197435527,170.9217391,0.197435527,507,0,0,390,170.9217391,0,0,,,,
134.7195652,202.0793478,0.201313406,202.0793478,0.201313406,507,0,0,390,202.0793478,0,0,,,,
87.83478261,131.7521739,0.247916667,131.7521739,0.247916667,507,0,0,390,131.7521739,0,0,,,,
136.5,204.75,0.245320513,204.75,0.245320513,507,0,0,390,204.75,0,0,,,,
137.6869565,206.5304348,0.243012821,206.5304348,0.243012821,507,0,0,390,206.5304348,0,0,,,,
127.5978261,191.3967391,0.239839744,191.3967391,0.239839744,507,0,0,390,191.3967391,0,0,,,,
80.71304348,121.0695652,0.235801282,121.0695652,0.235801282,507,0,0,390,121.0695652,0,0,,,,
102.6717391,154.0076087,0.234038462,154.0076087,0.234038462,507,0,0,390,154.0076087,0,0,,,,
99.11086957,148.6663043,0.233141026,148.6663043,0.233141026,507,0,0,390,148.6663043,0,0,,,,
110.3869565,165.5804348,0.235961538,165.5804348,0.235961538,507,0,0,390,165.5804348,0,0,,,,
119.8826087,179.823913,0.237211538,179.823913,0.237211538,507,0,0,390,179.823913,0,0,,,,
161.426087,242.1391304,0.241762821,242.1391304,0.241762821,507,0,0,390,242.1391304,0,0,,,,
164.9869565,247.4804348,0.246602564,247.4804348,0.246602564,507,0,0,390,247.4804348,0,0,,,,
182.7913043,274.1869565,0.254423077,274.1869565,0.254423077,507,0,0,390,274.1869565,0,0,,,,
170.9217391,256.3826087,0.262532051,256.3826087,0.262532051,507,0,0,390,256.3826087,0,0,,,,
183.3847826,275.0771739,0.271346154,275.0771739,0.271346154,507,0,0,390,275.0771739,0,0,,,,
198.2217391,297.3326087,0.27364022,297.3326087,0.27364022,507,0,0,390,297.3326087,0,0,,,,
131.1586957,196.7380435,0.28006487,196.7380435,0.28006487,507,0,0,390,196.7380435,0,0,,,,
185.1652174,277.7478261,0.289327595,277.7478261,0.289327595,507,0,0,390,277.7478261,0,0,,,,
204.1565217,306.2347826,0.29057655,306.2347826,0.29057655,507,0,0,390,306.2347826,0,0,,,,
251.0413043,376.5619565,0.246453901,376.5619565,0.246453901,507,0,0,390,376.5619565,0,0,,,,
259.35,389.025,0.248688978,389.025,0.248688978,507,0,0,390,389.025,0,0,,,,
242.7326087,364.098913,0.257985317,364.098913,0.257985317,507,0,0,390,364.098913,0,0,,,,
203.5630435,305.3445652,0.265493898,305.3445652,0.265493898,507,0,0,390,305.3445652,0,0,,,,
216.026087,324.0391304,0.273574561,324.0391304,0.273574561,507,0,0,390,324.0391304,0,0,,,,
216.6195652,324.9293478,0.281559878,324.9293478,0.281559878,507,0,0,390,324.9293478,0,0,,,,
189.9130435,284.8695652,0.288758581,284.8695652,0.288758581,507,0,0,390,284.8695652,0,0,,,,
194.6608696,291.9913043,0.295981121,291.9913043,0.295981121,507,0,0,390,291.9913043,0,0,,,,
156.0847826,234.1271739,0.301487414,234.1271739,0.301487414,507,0,0,390,234.1271739,0,0,,,,
198.2217391,297.3326087,0.308924485,297.3326087,0.308924485,507,0,0,390,297.3326087,0,0,,,,
178.0434783,267.0652174,0.315622616,267.0652174,0.315622616,507,0,0,390,267.0652174,0,0,,,,
201.1891304,301.7836957,0.323274218,301.7836957,0.323274218,507,0,0,390,301.7836957,0,0,,,,
195.8478261,293.7717391,0.330711289,293.7717391,0.330711289,507,0,0,390,293.7717391,0,0,,,,
204.75,307.125,0.338410564,307.125,0.338410564,507,0,0,390,307.125,0,0,,,,
185.7586957,278.6380435,0.344965675,278.6380435,0.344965675,507,0,0,390,278.6380435,0,0,,,,
214.2456522,321.3684783,0.352545767,321.3684783,0.352545767,507,0,0,390,321.3684783,0,0,,,,
218.9934783,328.4902174,0.360388063,328.4902174,0.360388063,507,0,0,390,328.4902174,0,0,,,,
235.0173913,352.526087,0.368635584,352.526087,0.368635584,507,0,0,390,352.526087,0,0,,,,
206.5304348,309.7956522,0.375262204,309.7956522,0.375262204,507,0,0,390,309.7956522,0,0,,,,
238.5782609,357.8673913,0.383557399,357.8673913,0.383557399,507,0,0,390,357.8673913,0,0,,,,
183.3847826,275.0771739,0.38944508,275.0771739,0.38944508,507,0,0,390,275.0771739,0,0,,,,
178.6369565,267.9554348,0.395475782,267.9554348,0.395475782,507,0,0,390,267.9554348,0,0,,,,
208.3108696,312.4663043,0.402841342,312.4663043,0.402841342,507,0,0,390,312.4663043,0,0,,,,
164.9869565,247.4804348,0.408466819,247.4804348,0.408466819,507,0,0,390,247.4804348,0,0,,,,
184.5717391,276.8576087,0.415307971,276.8576087,0.415307971,507,0,0,390,276.8576087,0,0,,,,
148.9630435,223.4445652,0.420838101,223.4445652,0.420838101,507,0,0,390,223.4445652,0,0,,,,
119.8826087,179.823913,0.425247902,179.823913,0.425247902,507,0,0,390,179.823913,0,0,,,,
115.7282609,173.5923913,0.429490847,173.5923913,0.429490847,507,0,0,390,173.5923913,0,0,,,,
157.8652174,236.7978261,0.435259344,236.7978261,0.435259344,507,0,0,390,236.7978261,0,0,,,,
205.3434783,308.0152174,0.443220824,308.0152174,0.443220824,507,0,0,390,308.0152174,0,0,,,,
189.9130435,284.8695652,0.450729405,284.8695652,0.450729405,507,0,0,390,284.8695652,0,0,,,,
