startprofiel,startprofiel+extra,aangepast profiel,LF aangepast profiel ,regelpunt,kwartieren boven limiet,LF  startprofiel+extra,390 of 360A,regelpunt profiel 360/390A,,startprofiel2,startprofiel2+extra,aangepast profiel2,profiel2 360/390A,
46.20652174,69.30978261,69.30978261,0.238810427,507,0,0.238810427,390,69.30978261,0,,,,,
57.22826087,85.8423913,85.8423913,0.24044407,507,0,0.24044407,390,85.8423913,0,,,,,
53.83695652,80.75543478,80.75543478,0.241884486,507,0,0.241884486,390,80.75543478,0,,,,,
44.08695652,66.13043478,66.13043478,0.243149241,507,0,0.243149241,390,66.13043478,0,,,,,
61.89130435,92.83695652,92.83695652,0.24488828,507,0,0.24488828,390,92.83695652,0,,,,,
33.48913043,50.23369565,50.23369565,0.24488828,507,0,0.24488828,390,50.23369565,0,,,,,
25.01086957,37.51630435,37.51630435,0.243500562,507,0,0.243500562,390,37.51630435,0,,,,,
43.66304348,65.49456522,65.49456522,0.242868184,507,0,0.242868184,390,65.49456522,0,,,,,
74.60869565,111.9130435,111.9130435,0.243447864,507,0,0.243447864,390,111.9130435,0,,,,,
69.94565217,104.9184783,104.9184783,0.243623524,507,0,0.243623524,390,104.9184783,0,,,,,
78,117,117,0.244273468,507,0,0.244273468,390,117,0,,,,,
81.39130435,122.0869565,122.0869565,0.245836847,507,0,0.245836847,390,122.0869565,0,,,,,
75.0326087,112.548913,112.548913,0.245520658,507,0,0.245520658,390,112.548913,0,,,,,
89.44565217,134.1684783,134.1684783,0.245907111,507,0,0.245907111,390,134.1684783,0,,,,,
71.64130435,107.4619565,107.4619565,0.24506394,507,0,0.24506394,390,107.4619565,0,,,,,
68.25,102.375,102.375,0.243728921,507,0,0.243728921,390,102.375,0,,,,,
60.19565217,90.29347826,90.29347826,0.24137507,507,0,0.24137507,390,90.29347826,0,,,,,
80.54347826,120.8152174,120.8152174,0.236386313,507,0,0.236386313,390,120.8152174,0,,,,,
28.40217391,42.60326087,42.60326087,0.227915257,507,0,0.227915257,390,42.60326087,0,,,,,
8.902173913,13.35326087,13.35326087,0.218873378,507,0,0.218873378,390,13.35326087,0,,,,,
11.02173913,16.5326087,16.5326087,0.211171038,507,0,0.211171038,390,16.5326087,0,,,,,
7.206521739,10.80978261,10.80978261,0.201952905,507,0,0.201952905,390,10.80978261,0,,,,,
10.59782609,15.89673913,15.89673913,0.192956349,507,0,0.192956349,390,15.89673913,0,,,,,
4.663043478,6.994565217,6.994565217,0.18335822,507,0,0.18335822,390,6.994565217,0,,,,,
23.73913043,35.60869565,35.60869565,0.17550128,507,0,0.17550128,390,35.60869565,0,,,,,
8.47826087,12.7173913,12.7173913,0.167697668,507,0,0.167697668,390,12.7173913,0,,,,,
2.967391304,4.451086957,4.451086957,0.157565415,507,0,0.157565415,390,4.451086957,0,,,,,
8.47826087,12.7173913,12.7173913,0.152986726,507,0,0.152986726,390,12.7173913,0,,,,,
10.17391304,15.26086957,15.26086957,0.178765671,507,0,0.178765671,390,15.26086957,0,,,,,
1.695652174,2.543478261,2.543478261,0.216293797,507,0,0.216293797,390,2.543478261,0,,,,,
0,0,0,0.231529553,507,0,0.231529553,390,0,0,,,,,
0,0,0,0.225472577,507,0,0.225472577,390,0,0,,,,,
0,0,0,0.217839806,507,0,0.217839806,390,0,0,,,,,
0,0,0,0.245569923,507,0,0.245569923,390,0,0,,,,,
0,0,0,0.290876777,507,0,0.290876777,390,0,0,,,,,
0,0,0,0.280657583,507,0,0.280657583,390,0,0,,,,,
0,0,0,0.274881517,507,0,0.274881517,390,0,0,,,,,
0,0,0,0.270438389,507,0,0.270438389,390,0,0,,,,,
0,0,0,0.266637046,507,0,0.266637046,390,0,0,,,,,
0,0,0,0.263724329,507,0,0.263724329,390,0,0,,,,,
0,0,0,0.26110782,507,0,0.26110782,390,0,0,,,,,
0,0,0,0.258343207,507,0,0.258343207,390,0,0,,,,,
0,0,0,0.25646722,507,0,0.25646722,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
0,0,0,0.256269747,507,0,0.256269747,390,0,0,,,,,
45.7826087,68.67391304,68.67391304,0.261601501,507,0,0.261601501,390,68.67391304,0,,,,,
152.6086957,228.9130435,228.9130435,0.163744213,507,0,0.163744213,390,228.9130435,0,,,,,
94.10869565,141.1630435,141.1630435,0.170167824,507,0,0.170167824,390,141.1630435,0,,,,,
45.35869565,68.03804348,68.03804348,0.173263889,507,0,0.173263889,390,68.03804348,0,,,,,
1.27173913,1.907608696,1.907608696,0.173350694,507,0,0.173350694,390,1.907608696,0,,,,,
0,0,0,0.17193287,507,0,0.17193287,390,0,0,,,,,
0,0,0,0.170225694,507,0,0.170225694,390,0,0,,,,,
0,0,0,0.168315972,507,0,0.168315972,390,0,0,,,,,
0,0,0,0.165827546,507,0,0.165827546,390,0,0,,,,,
0,0,0,0.163686343,507,0,0.163686343,390,0,0,,,,,
0,0,0,0.162384259,507,0,0.162384259,390,0,0,,,,,
0,0,0,0.16166088,507,0,0.16166088,390,0,0,,,,,
0,0,0,0.16099537,507,0,0.16099537,390,0,0,,,,,
0,0,0,0.159027778,507,0,0.159027778,390,0,0,,,,,
0,0,0,0.157233796,507,0,0.157233796,390,0,0,,,,,
0,0,0,0.156394676,507,0,0.156394676,390,0,0,,,,,
0,0,0,0.155439815,507,0,0.155439815,390,0,0,,,,,
0,0,0,0.154976852,507,0,0.154976852,390,0,0,,,,,
0,0,0,0.154600694,507,0,0.154600694,390,0,0,,,,,
1.27173913,1.907608696,1.907608696,0.154282407,507,0,0.154282407,390,1.907608696,0,,,,,
4.239130435,6.358695652,6.358695652,0.154195602,507,0,0.154195602,390,6.358695652,0,,,,,
0,0,0,0.153501157,507,0,0.153501157,390,0,0,,,,,
0,0,0,0.152314815,507,0,0.152314815,390,0,0,,,,,
0,0,0,0.15162037,507,0,0.15162037,390,0,0,,,,,
0,0,0,0.150896991,507,0,0.150896991,390,0,0,,,,,
0,0,0,0.150896991,507,0,0.150896991,390,0,0,,,,,
0,0,0,0.150896991,507,0,0.150896991,390,0,0,,,,,
0,0,0,0.150896991,507,0,0.150896991,390,0,0,,,,,
0,0,0,0.150896991,507,0,0.150896991,390,0,0,,,,,
0,0,0,0.150520833,507,0,0.150520833,390,0,0,,,,,
0,0,0,0.150173611,507,0,0.150173611,390,0,0,,,,,
0,0,0,0.149450231,507,0,0.149450231,390,0,0,,,,,
0,0,0,0.148321759,507,0,0.148321759,390,0,0,,,,,
0,0,0,0.14609375,507,0,0.14609375,390,0,0,,,,,
0,0,0,0.143431713,507,0,0.143431713,390,0,0,,,,,
0,0,0,0.140451389,507,0,0.140451389,390,0,0,,,,,
0,0,0,0.136834491,507,0,0.136834491,390,0,0,,,,,
0,0,0,0.133015046,507,0,0.133015046,390,0,0,,,,,
0,0,0,0.129716435,507,0,0.129716435,390,0,0,,,,,
0,0,0,0.126099537,507,0,0.126099537,390,0,0,,,,,
0,0,0,0.123234954,507,0,0.123234954,390,0,0,,,,,
0,0,0,0.119994213,507,0,0.119994213,390,0,0,,,,,
0,0,0,0.116203704,507,0,0.116203704,390,0,0,,,,,
0,0,0,0.111921296,507,0,0.111921296,390,0,0,,,,,
0,0,0,0.108217593,507,0,0.108217593,390,0,0,,,,,
0,0,0,0.105063657,507,0,0.105063657,390,0,0,,,,,
0,0,0,0.101157407,507,0,0.101157407,390,0,0,,,,,
0,0,0,0.097482639,507,0,0.097482639,390,0,0,,,,,
0,0,0,0.09447338,507,0,0.09447338,390,0,0,,,,,
0,0,0,0.090248843,507,0,0.090248843,390,0,0,,,,,
0,0,0,0.087962963,507,0,0.087962963,390,0,0,,,,,
0,0,0,0.086255787,507,0,0.086255787,390,0,0,,,,,
0,0,0,0.083275463,507,0,0.083275463,390,0,0,,,,,
0,0,0,0.07818287,507,0,0.07818287,390,0,0,,,,,
0,0,0,0.073408565,507,0,0.073408565,390,0,0,,,,,
0,0,0,0.068084491,507,0,0.068084491,390,0,0,,,,,
0,0,0,0.062528935,507,0,0.062528935,390,0,0,,,,,
0,0,0,0.057407407,507,0,0.057407407,390,0,0,,,,,
0,0,0,0.051302083,507,0,0.051302083,390,0,0,,,,,
0.423913043,0.635869565,0.635869565,0.046440972,507,0,0.046440972,390,0.635869565,0,,,,,
0.423913043,0.635869565,0.635869565,0.041811343,507,0,0.041811343,390,0.635869565,0,,,,,
0,0,0,0.037702546,507,0,0.037702546,390,0,0,,,,,
0,0,0,0.032204861,507,0,0.032204861,390,0,0,,,,,
0,0,0,0.030266204,507,0,0.030266204,390,0,0,,,,,
5.510869565,8.266304348,8.266304348,0.030034722,507,0,0.030034722,390,8.266304348,0,,,,,
9.75,14.625,14.625,0.029947917,507,0,0.029947917,390,14.625,0,,,,,
13.98913043,20.98369565,20.98369565,0.03041088,507,0,0.03041088,390,20.98369565,0,,,,,
13.14130435,19.71195652,19.71195652,0.030584491,507,0,0.030584491,390,19.71195652,0,,,,,
13.98913043,20.98369565,20.98369565,0.031221065,507,0,0.031221065,390,20.98369565,0,,,,,
19.07608696,28.61413043,28.61413043,0.030902778,507,0,0.030902778,390,28.61413043,0,,,,,
17.38043478,26.07065217,26.07065217,0.031510417,507,0,0.031510417,390,26.07065217,0,,,,,
43.66304348,65.49456522,65.49456522,0.034288194,507,0,0.034288194,390,65.49456522,0,,,,,
40.27173913,60.4076087,60.4076087,0.036458333,507,0,0.036458333,390,60.4076087,0,,,,,
30.09782609,45.14673913,45.14673913,0.037818287,507,0,0.037818287,390,45.14673913,0,,,,,
40.69565217,61.04347826,61.04347826,0.040480324,507,0,0.040480324,390,61.04347826,0,,,,,
37.30434783,55.95652174,55.95652174,0.04302662,507,0,0.04302662,390,55.95652174,0,,,,,
63.58695652,95.38043478,95.38043478,0.047366898,507,0,0.047366898,390,95.38043478,0,,,,,
58.07608696,87.11413043,87.11413043,0.051331019,507,0,0.051331019,390,87.11413043,0,,,,,
43.23913043,64.85869565,64.85869565,0.054282407,507,0,0.054282407,390,64.85869565,0,,,,,
52.56521739,78.84782609,78.84782609,0.05787037,507,0,0.05787037,390,78.84782609,0,,,,,
51.29347826,76.94021739,76.94021739,0.061371528,507,0,0.061371528,390,76.94021739,0,,,,,
58.07608696,87.11413043,87.11413043,0.065335648,507,0,0.065335648,390,87.11413043,0,,,,,
63.58695652,95.38043478,95.38043478,0.069675926,507,0,0.069675926,390,95.38043478,0,,,,,
51.7173913,77.57608696,77.57608696,0.073206019,507,0,0.073206019,390,77.57608696,0,,,,,
64.85869565,97.28804348,97.28804348,0.077633102,507,0,0.077633102,390,97.28804348,0,,,,,
63.58695652,95.38043478,95.38043478,0.08197338,507,0,0.08197338,390,95.38043478,0,,,,,
63.16304348,94.74456522,94.74456522,0.086284722,507,0,0.086284722,390,94.74456522,0,,,,,
53.83695652,80.75543478,80.75543478,0.089959491,507,0,0.089959491,390,80.75543478,0,,,,,
52.14130435,78.21195652,78.21195652,0.093518519,507,0,0.093518519,390,78.21195652,0,,,,,
68.67391304,103.0108696,103.0108696,0.098206019,507,0,0.098206019,390,103.0108696,0,,,,,
47.90217391,71.85326087,71.85326087,0.101475694,507,0,0.101475694,390,71.85326087,0,,,,,
46.20652174,69.30978261,69.30978261,0.10462963,507,0,0.10462963,390,69.30978261,0,,,,,
47.90217391,71.85326087,71.85326087,0.107899306,507,0,0.107899306,390,71.85326087,0,,,,,
56.80434783,85.20652174,85.20652174,0.11177662,507,0,0.11177662,390,85.20652174,0,,,,,
56.80434783,85.20652174,85.20652174,0.115653935,507,0,0.115653935,390,85.20652174,0,,,,,
68.25,102.375,102.375,0.1203125,507,0,0.1203125,390,102.375,0,,,,,
72.48913043,108.7336957,108.7336957,0.122135417,507,0,0.122135417,390,108.7336957,0,,,,,
69.52173913,104.2826087,104.2826087,0.188860736,507,0,0.188860736,390,104.2826087,0,,,,,
83.51086957,125.2663043,125.2663043,0.211505922,507,0,0.211505922,390,125.2663043,0,,,,,
95.80434783,143.7065217,143.7065217,0.189850664,507,0,0.189850664,390,143.7065217,0,,,,,
19.5,29.25,29.25,0.191832596,507,0,0.191832596,390,29.25,0,,,,,
7.630434783,11.44565217,11.44565217,0.192662242,507,0,0.192662242,390,11.44565217,0,,,,,
16.95652174,25.43478261,25.43478261,0.1945059,507,0,0.1945059,390,25.43478261,0,,,,,
14.83695652,22.25543478,22.25543478,0.1961191,507,0,0.1961191,390,22.25543478,0,,,,,
12.29347826,18.44021739,18.44021739,0.197455752,507,0,0.197455752,390,18.44021739,0,,,,,
0.423913043,0.635869565,0.635869565,0.197501844,507,0,0.197501844,390,0.635869565,0,,,,,
4.663043478,6.994565217,6.994565217,0.19800885,507,0,0.19800885,390,6.994565217,0,,,,,
6.782608696,10.17391304,10.17391304,0.198746313,507,0,0.198746313,390,10.17391304,0,,,,,
5.510869565,8.266304348,8.266304348,0.199345501,507,0,0.199345501,390,8.266304348,0,,,,,
13.56521739,20.34782609,20.34782609,0.200820428,507,0,0.200820428,390,20.34782609,0,,,,,
32.2173913,48.32608696,48.32608696,0.204323378,507,0,0.204323378,390,48.32608696,0,,,,,
44.51086957,66.76630435,66.76630435,0.209162979,507,0,0.209162979,390,66.76630435,0,,,,,
41.11956522,61.67934783,61.67934783,0.21363385,507,0,0.21363385,390,61.67934783,0,,,,,
42.39130435,63.58695652,63.58695652,0.218242994,507,0,0.218242994,390,63.58695652,0,,,,,
28.82608696,43.23913043,43.23913043,0.221377212,507,0,0.221377212,390,43.23913043,0,,,,,
16.95652174,25.43478261,25.43478261,0.223082596,507,0,0.223082596,390,25.43478261,0,,,,,
3.391304348,5.086956522,5.086956522,0.222990413,507,0,0.222990413,390,5.086956522,0,,,,,
9.326086957,13.98913043,13.98913043,0.224004425,507,0,0.224004425,390,13.98913043,0,,,,,
29.67391304,44.51086957,44.51086957,0.227230826,507,0,0.227230826,390,44.51086957,0,,,,,
91.56521739,137.3478261,137.3478261,0.237186578,507,0,0.237186578,390,137.3478261,0,,,,,
64.01086957,96.01630435,96.01630435,0.244146386,507,0,0.244146386,390,96.01630435,0,,,,,
51.29347826,76.94021739,76.94021739,0.249723451,507,0,0.249723451,390,76.94021739,0,,,,,
43.66304348,65.49456522,65.49456522,0.25447087,507,0,0.25447087,390,65.49456522,0,,,,,
28.82608696,43.23913043,43.23913043,0.257605088,507,0,0.257605088,390,43.23913043,0,,,,,
13.98913043,20.98369565,20.98369565,0.259126106,507,0,0.259126106,390,20.98369565,0,,,,,
13.98913043,20.98369565,20.98369565,0.260647124,507,0,0.260647124,390,20.98369565,0,,,,,
11.86956522,17.80434783,17.80434783,0.261937684,507,0,0.261937684,390,17.80434783,0,,,,,
8.902173913,13.35326087,13.35326087,0.262905605,507,0,0.262905605,390,13.35326087,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
0,0,0,0.262905605,507,0,0.262905605,390,0,0,,,,,
2.543478261,3.815217391,3.815217391,0.263136062,507,0,0.263136062,390,3.815217391,0,,,,,
13.56521739,20.34782609,20.34782609,0.264564897,507,0,0.264564897,390,20.34782609,0,,,,,
13.14130435,19.71195652,19.71195652,0.265993732,507,0,0.265993732,390,19.71195652,0,,,,,
11.86956522,17.80434783,17.80434783,0.267284292,507,0,0.267284292,390,17.80434783,0,,,,,
13.14130435,19.71195652,19.71195652,0.268713127,507,0,0.268713127,390,19.71195652,0,,,,,
13.56521739,20.34782609,20.34782609,0.269588864,507,0,0.269588864,390,20.34782609,0,,,,,
9.75,14.625,14.625,0.269588864,507,0,0.269588864,390,14.625,0,,,,,
13.98913043,20.98369565,20.98369565,0.269588864,507,0,0.269588864,390,20.98369565,0,,,,,
8.054347826,12.08152174,12.08152174,0.269035767,507,0,0.269035767,390,12.08152174,0,,,,,
10.17391304,15.26086957,15.26086957,0.268620944,507,0,0.268620944,390,15.26086957,0,,,,,
19.92391304,29.88586957,29.88586957,0.268713127,507,0,0.268713127,390,29.88586957,0,,,,,
24.58695652,36.88043478,36.88043478,0.269496681,507,0,0.269496681,390,36.88043478,0,,,,,
25.85869565,38.78804348,38.78804348,0.267560841,507,0,0.267560841,390,38.78804348,0,,,,,
38.57608696,57.86413043,57.86413043,0.267376475,507,0,0.267376475,390,57.86413043,0,,,,,
30.52173913,45.7826087,45.7826087,0.267422566,507,0,0.267422566,390,45.7826087,0,,,,,
38.15217391,57.22826087,57.22826087,0.267146018,507,0,0.267146018,390,57.22826087,0,,,,,
27.55434783,41.33152174,41.33152174,0.266085914,507,0,0.266085914,390,41.33152174,0,,,,,
39.84782609,59.77173913,59.77173913,0.263504794,507,0,0.263504794,390,59.77173913,0,,,,,
39.42391304,59.13586957,59.13586957,0.26147677,507,0,0.26147677,390,59.13586957,0,,,,,
38.15217391,57.22826087,57.22826087,0.260923673,507,0,0.260923673,390,57.22826087,0,,,,,
38.15217391,57.22826087,57.22826087,0.259356563,507,0,0.259356563,390,57.22826087,0,,,,,
60.61956522,90.92934783,90.92934783,0.260370575,507,0,0.260370575,390,90.92934783,0,,,,,
48.32608696,72.48913043,72.48913043,0.259310472,507,0,0.259310472,390,72.48913043,0,,,,,
48.32608696,72.48913043,72.48913043,0.25765118,507,0,0.25765118,390,72.48913043,0,,,,,
26.70652174,40.05978261,40.05978261,0.254931785,507,0,0.254931785,390,40.05978261,0,,,,,
56.38043478,84.57065217,84.57065217,0.254009956,507,0,0.254009956,390,84.57065217,0,,,,,
45.7826087,68.67391304,68.67391304,0.252074115,507,0,0.252074115,390,68.67391304,0,,,,,
23.73913043,35.60869565,35.60869565,0.247787611,507,0,0.247787611,390,35.60869565,0,,,,,
48.32608696,72.48913043,72.48913043,0.247188422,507,0,0.247188422,390,72.48913043,0,,,,,
85.20652174,127.8097826,127.8097826,0.250783555,507,0,0.250783555,390,127.8097826,0,,,,,
88.59782609,132.8967391,132.8967391,0.252949853,507,0,0.252949853,390,132.8967391,0,,,,,
89.86956522,134.8043478,134.8043478,0.257512906,507,0,0.257512906,390,134.8043478,0,,,,,
128.0217391,192.0326087,192.0326087,0.199365342,507,0,0.199365342,390,192.0326087,0,,,,,
99.61956522,149.4293478,149.4293478,0.2035734,507,0,0.2035734,390,149.4293478,0,,,,,
80.9673913,121.451087,121.451087,0.205539459,507,0,0.205539459,390,121.451087,0,,,,,
107.673913,161.5108696,161.5108696,0.209678532,507,0,0.209678532,390,161.5108696,0,,,,,
131.4130435,197.1195652,197.1195652,0.209274194,507,0,0.209274194,390,197.1195652,0,,,,,
108.9456522,163.4184783,163.4184783,0.212163978,507,0,0.212163978,390,163.4184783,0,,,,,
147.9456522,221.9184783,221.9184783,0.193976839,507,0,0.193976839,390,221.9184783,0,,,,,
135.2282609,202.8423913,202.8423913,0.197618195,507,0,0.197618195,390,202.8423913,0,,,,,
206.4456522,309.6684783,309.6684783,0.147202259,507,0,0.147202259,390,309.6684783,0,,,,,
176.7717391,265.1576087,265.1576087,0.155137748,507,0,0.155137748,390,265.1576087,0,,,,,
99.19565217,148.7934783,148.7934783,0.159757871,507,0,0.159757871,390,148.7934783,0,,,,,
121.6630435,182.4945652,182.4945652,0.165041068,507,0,0.165041068,390,182.4945652,0,,,,,
100.8913043,151.3369565,151.3369565,0.169383128,507,0,0.169383128,390,151.3369565,0,,,,,
69.94565217,104.9184783,104.9184783,0.172292094,507,0,0.172292094,390,104.9184783,0,,,,,
60.19565217,90.29347826,90.29347826,0.175308008,507,0,0.175308008,390,90.29347826,0,,,,,
51.7173913,77.57608696,77.57608696,0.177682238,507,0,0.177682238,390,77.57608696,0,,,,,
75.88043478,113.8206522,113.8206522,0.18116872,507,0,0.18116872,390,113.8206522,0,,,,,
59.34782609,89.02173913,89.02173913,0.183885181,507,0,0.183885181,390,89.02173913,0,,,,,
64.01086957,96.01630435,96.01630435,0.186430527,507,0,0.186430527,390,96.01630435,0,,,,,
52.98913043,79.48369565,79.48369565,0.187478611,507,0,0.187478611,390,79.48369565,0,,,,,
52.98913043,79.48369565,79.48369565,0.1879064,507,0,0.1879064,390,79.48369565,0,,,,,
52.98913043,79.48369565,79.48369565,0.188505305,507,0,0.188505305,390,79.48369565,0,,,,,
47.47826087,71.2173913,71.2173913,0.188761978,507,0,0.188761978,390,71.2173913,0,,,,,
48.32608696,72.48913043,72.48913043,0.189745893,507,0,0.189745893,390,72.48913043,0,,,,,
57.65217391,86.47826087,86.47826087,0.191799281,507,0,0.191799281,390,86.47826087,0,,,,,
80.9673913,121.451087,121.451087,0.195713552,507,0,0.195713552,390,121.451087,0,,,,,
110.6413043,165.9619565,165.9619565,0.200825633,507,0,0.200825633,390,165.9619565,0,,,,,
78,117,117,0.203264031,507,0,0.203264031,390,117,0,,,,,
66.55434783,99.83152174,99.83152174,0.202002053,507,0,0.202002053,390,99.83152174,0,,,,,
10.17391304,15.26086957,15.26086957,0.199285592,507,0,0.199285592,390,15.26086957,0,,,,,
0,0,0,0.196697467,507,0,0.196697467,390,0,0,,,,,
0,0,0,0.194494353,507,0,0.194494353,390,0,0,,,,,
5.510869565,8.266304348,8.266304348,0.193317933,507,0,0.193317933,390,8.266304348,0,,,,,
29.67391304,44.51086957,44.51086957,0.194109343,507,0,0.194109343,390,44.51086957,0,,,,,
86.47826087,129.7173913,129.7173913,0.19776694,507,0,0.19776694,390,129.7173913,0,,,,,
176.3478261,264.5217391,264.5217391,0.206066051,507,0,0.206066051,390,264.5217391,0,,,,,
254.3478261,381.5217391,381.5217391,0.177309028,507,0,0.177309028,390,381.5217391,0,,,,,
250.5326087,375.798913,375.798913,0.187569444,507,0,0.187569444,390,375.798913,0,,,,,
140.7391304,211.1086957,211.1086957,0.193333333,507,0,0.193333333,390,211.1086957,0,,,,,
143.7065217,215.5597826,215.5597826,0.19921875,507,0,0.19921875,390,215.5597826,0,,,,,
152.1847826,228.2771739,228.2771739,0.205451389,507,0,0.205451389,390,228.2771739,0,,,,,
115.3043478,172.9565217,172.9565217,0.210173611,507,0,0.210173611,390,172.9565217,0,,,,,
165.75,248.625,248.625,0.216961806,507,0,0.216961806,390,248.625,0,,,,,
251.8043478,377.7065217,377.7065217,0.227274306,507,0,0.227274306,390,377.7065217,0,,,,,
150.4891304,225.7336957,225.7336957,0.2334375,507,0,0.2334375,390,225.7336957,0,,,,,
178.8913043,268.3369565,268.3369565,0.240763889,507,0,0.240763889,390,268.3369565,0,,,,,
166.173913,249.2608696,249.2608696,0.247569444,507,0,0.247569444,390,249.2608696,0,,,,,
147.9456522,221.9184783,221.9184783,0.253628472,507,0,0.253628472,390,221.9184783,0,,,,,
175.923913,263.8858696,263.8858696,0.260833333,507,0,0.260833333,390,263.8858696,0,,,,,
75.88043478,113.8206522,113.8206522,0.263940972,507,0,0.263940972,390,113.8206522,0,,,,,
50.44565217,75.66847826,75.66847826,0.266006944,507,0,0.266006944,390,75.66847826,0,,,,,
61.4673913,92.20108696,92.20108696,0.268524306,507,0,0.268524306,390,92.20108696,0,,,,,
37.30434783,55.95652174,55.95652174,0.270052083,507,0,0.270052083,390,55.95652174,0,,,,,
31.36956522,47.05434783,47.05434783,0.271336806,507,0,0.271336806,390,47.05434783,0,,,,,
37.72826087,56.5923913,56.5923913,0.272881944,507,0,0.272881944,390,56.5923913,0,,,,,
38.15217391,57.22826087,57.22826087,0.274444444,507,0,0.274444444,390,57.22826087,0,,,,,
93.26086957,139.8913043,139.8913043,0.278263889,507,0,0.278263889,390,139.8913043,0,,,,,
55.95652174,83.93478261,83.93478261,0.280555556,507,0,0.280555556,390,83.93478261,0,,,,,
37.72826087,56.5923913,56.5923913,0.282100694,507,0,0.282100694,390,56.5923913,0,,,,,
34.33695652,51.50543478,51.50543478,0.283506944,507,0,0.283506944,390,51.50543478,0,,,,,
36.45652174,54.68478261,54.68478261,0.285,507,0,0.285,390,54.68478261,0,,,,,
38.15217391,57.22826087,57.22826087,0.2865625,507,0,0.2865625,390,57.22826087,0,,,,,
44.51086957,66.76630435,66.76630435,0.288385417,507,0,0.288385417,390,66.76630435,0,,,,,
29.25,43.875,43.875,0.289583333,507,0,0.289583333,390,43.875,0,,,,,
25.85869565,38.78804348,38.78804348,0.290538194,507,0,0.290538194,390,38.78804348,0,,,,,
40.69565217,61.04347826,61.04347826,0.291649306,507,0,0.291649306,390,61.04347826,0,,,,,
39.84782609,59.77173913,59.77173913,0.292743056,507,0,0.292743056,390,59.77173913,0,,,,,
23.73913043,35.60869565,35.60869565,0.293229167,507,0,0.293229167,390,35.60869565,0,,,,,
21.61956522,32.42934783,32.42934783,0.293576389,507,0,0.293576389,390,32.42934783,0,,,,,
13.98913043,20.98369565,20.98369565,0.29359375,507,0,0.29359375,390,20.98369565,0,,,,,
15.68478261,23.52717391,23.52717391,0.293836806,507,0,0.293836806,390,23.52717391,0,,,,,
11.86956522,17.80434783,17.80434783,0.29375,507,0,0.29375,390,17.80434783,0,,,,,
7.630434783,11.44565217,11.44565217,0.293732639,507,0,0.293732639,390,11.44565217,0,,,,,
12.29347826,18.44021739,18.44021739,0.293819444,507,0,0.293819444,390,18.44021739,0,,,,,
66.97826087,100.4673913,100.4673913,0.295746528,507,0,0.295746528,390,100.4673913,0,,,,,
176.7717391,265.1576087,265.1576087,0.301979167,507,0,0.301979167,390,265.1576087,0,,,,,
253.923913,380.8858696,380.8858696,0.311319444,507,0,0.311319444,390,380.8858696,0,,,,,
193.3043478,289.9565217,289.9565217,0.31765625,507,0,0.31765625,390,289.9565217,0,,,,,
124.6304348,186.9456522,186.9456522,0.321510417,507,0,0.321510417,390,186.9456522,0,,,,,
136.5,204.75,204.75,0.325538194,507,0,0.325538194,390,204.75,0,,,,,
199.2391304,298.8586957,298.8586957,0.332569444,507,0,0.332569444,390,298.8586957,0,,,,,
